Category,City,Country/Region,Order Date,Year,Month,Order ID,Postal Code,Product ID,Product Name,Region,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,New York City,United States,02-03-2017,2017,Mar,CA-2017-107524,10009,OFF-EN-10001990,Staple envelope,East,Home Office,08-03-2017,Standard Class,Shipped On Time,New York,Envelopes,6,6,0,5,2,11,17
Office Supplies,New York City,United States,02-03-2017,2017,Mar,CA-2017-107524,10009,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",East,Home Office,08-03-2017,Standard Class,Shipped On Time,New York,Paper,6,6,0,17,5,36,55
Technology,Philadelphia,United States,30-12-2017,2017,Dec,CA-2017-138072,19120,TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",East,Consumer,03-01-2018,Standard Class,Shipped Early,Pennsylvania,Accessories,4,6,20,7,2,28,42
Office Supplies,Rochester,United States,10-04-2018,2018,Apr,CA-2018-134201,14609,OFF-ST-10001476,Steel Personal Filing/Posting Tote,East,Home Office,16-04-2018,Standard Class,Shipped On Time,New York,Storage,6,6,0,38,4,142,213
Office Supplies,Rochester,United States,10-04-2018,2018,Apr,CA-2018-134201,14609,OFF-AR-10002804,Faber Castell Col-Erase Pencils,East,Home Office,16-04-2018,Standard Class,Shipped On Time,New York,Art,6,6,0,6,3,15,22
Technology,San Diego,United States,25-12-2018,2018,Dec,CA-2018-111780,92037,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,West,Consumer,30-12-2018,Second Class,Shipped Late,California,Copiers,5,3,20,225,5,1200,1797
Office Supplies,San Diego,United States,25-12-2018,2018,Dec,CA-2018-111780,92037,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",West,Consumer,30-12-2018,Second Class,Shipped Late,California,Paper,5,3,0,6,3,13,19
Office Supplies,San Diego,United States,25-12-2018,2018,Dec,CA-2018-111780,92037,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,Consumer,30-12-2018,Second Class,Shipped Late,California,Paper,5,3,0,8,3,18,27
Office Supplies,Philadelphia,United States,05-04-2018,2018,Apr,CA-2018-119942,19120,OFF-LA-10001569,Avery 499,East,Consumer,07-04-2018,First Class,Shipped Late,Pennsylvania,Labels,2,1,20,8,6,24,36
Office Supplies,Bartlett,United States,17-01-2018,2018,Jan,CA-2018-151547,38134,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",South,Consumer,23-01-2018,Standard Class,Shipped On Time,Tennessee,Supplies,6,6,20,10,8,89,133
Furniture,Lakewood,United States,20-05-2020,2020,May,CA-2020-166695,90712,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",West,Home Office,24-05-2020,Standard Class,Shipped Early,California,Chairs,4,6,20,97,8,518,776
Furniture,Lakewood,United States,20-05-2020,2020,May,CA-2020-166695,90712,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,West,Home Office,24-05-2020,Standard Class,Shipped Early,California,Furnishings,4,6,0,3,1,7,10
Technology,Lakewood,United States,20-05-2020,2020,May,CA-2020-166695,90712,TEC-MA-10003176,Okidata B400 Printer,West,Home Office,24-05-2020,Standard Class,Shipped Early,California,Machines,4,6,20,39,1,343,514
Office Supplies,Philadelphia,United States,13-08-2020,2020,Aug,CA-2020-167542,19120,OFF-LA-10004093,Avery 486,East,Corporate,20-08-2020,Standard Class,Shipped Late,Pennsylvania,Labels,7,6,20,6,3,18,26
Office Supplies,Austin,United States,31-12-2018,2018,Dec,CA-2018-120901,78745,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Central,Consumer,04-01-2019,Standard Class,Shipped Early,Texas,Storage,4,6,20,27,2,153,229
Office Supplies,Austin,United States,31-12-2018,2018,Dec,CA-2018-120901,78745,OFF-FA-10001561,Stockwell Push Pins,Central,Consumer,04-01-2019,Standard Class,Shipped Early,Texas,Fasteners,4,6,20,1,2,3,5
Office Supplies,Austin,United States,31-12-2018,2018,Dec,CA-2018-120901,78745,OFF-SU-10001225,Staple remover,Central,Consumer,04-01-2019,Standard Class,Shipped Early,Texas,Supplies,4,6,20,1,2,6,9
Office Supplies,Los Angeles,United States,25-12-2020,2020,Dec,CA-2020-121398,90008,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,West,Corporate,29-12-2020,Standard Class,Shipped Early,California,Binders,4,6,20,52,3,154,230
Office Supplies,Los Angeles,United States,25-12-2020,2020,Dec,CA-2020-121398,90008,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,Corporate,29-12-2020,Standard Class,Shipped Early,California,Storage,4,6,0,3,2,271,405
Technology,New York City,United States,01-09-2019,2019,Sep,CA-2019-151561,10011,TEC-AC-10001432,Enermax Aurora Lite Keyboard,East,Consumer,07-09-2019,Standard Class,Shipped On Time,New York,Accessories,6,6,0,206,6,469,702
Technology,New York City,United States,01-09-2019,2019,Sep,CA-2019-151561,10011,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,East,Consumer,07-09-2019,Standard Class,Shipped On Time,New York,Accessories,6,6,0,30,2,72,109
Office Supplies,New York City,United States,01-09-2019,2019,Sep,CA-2019-151561,10011,OFF-SU-10001574,Acme Value Line Scissors,East,Consumer,07-09-2019,Standard Class,Shipped On Time,New York,Supplies,6,6,0,3,3,11,16
Furniture,New York City,United States,01-09-2019,2019,Sep,CA-2019-151561,10011,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",East,Consumer,07-09-2019,Standard Class,Shipped On Time,New York,Furnishings,6,6,0,61,3,192,287
Office Supplies,Houston,United States,05-08-2020,2020,Aug,CA-2020-154676,77070,OFF-ST-10001172,"Tennsco Lockers, Sand",Central,Home Office,08-08-2020,First Class,Shipped Late,Texas,Storage,3,1,20,8,9,151,226
Furniture,Lubbock,United States,18-02-2017,2017,Feb,US-2017-165589,79424,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Central,Consumer,18-02-2017,Same Day,Shipped On Time,Texas,Furnishings,0,0,60,11,5,25,38
Office Supplies,Houston,United States,22-11-2019,2019,Nov,US-2019-132577,77095,OFF-BI-10004040,Wilson Jones Impact Binders,Central,Consumer,27-11-2019,Standard Class,Shipped Early,Texas,Binders,5,6,80,10,6,6,9
Office Supplies,Houston,United States,22-11-2019,2019,Nov,US-2019-132577,77095,OFF-AR-10003481,Newell 348,Central,Consumer,27-11-2019,Standard Class,Shipped Early,Texas,Art,5,6,20,3,9,24,35
Technology,Houston,United States,22-11-2019,2019,Nov,US-2019-132577,77095,TEC-AC-10000387,KeyTronic KT800P2 - Keyboard - Black,Central,Consumer,27-11-2019,Standard Class,Shipped Early,Texas,Accessories,5,6,20,1,2,24,36
Office Supplies,Houston,United States,22-11-2019,2019,Nov,US-2019-132577,77095,OFF-LA-10000262,Avery 494,Central,Consumer,27-11-2019,Standard Class,Shipped Early,Texas,Labels,5,6,20,1,1,2,3
Office Supplies,Houston,United States,22-11-2019,2019,Nov,US-2019-132577,77095,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Central,Consumer,27-11-2019,Standard Class,Shipped Early,Texas,Binders,5,6,80,7,6,4,7
Furniture,Costa Mesa,United States,14-12-2018,2018,Dec,CA-2018-114048,92627,FUR-FU-10004351,Staple-based wall hangings,West,Consumer,18-12-2018,Standard Class,Shipped Early,California,Furnishings,4,6,0,13,3,29,44
Office Supplies,Roswell,United States,13-06-2018,2018,Jun,CA-2018-137281,30076,OFF-PA-10001870,Xerox 202,South,Corporate,17-06-2018,Standard Class,Shipped Early,Georgia,Paper,4,6,0,3,1,6,10
Office Supplies,Loveland,United States,28-12-2020,2020,Dec,US-2020-162068,80538,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,West,Corporate,31-12-2020,Second Class,Shipped On Time,Colorado,Binders,3,3,70,1,2,1,2
Furniture,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,FUR-CH-10003846,Hon Valutask Swivel Chairs,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Chairs,6,6,10,18,3,273,408
Technology,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Accessories,6,6,0,96,2,213,319
Office Supplies,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Paper,6,6,0,18,9,39,58
Technology,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Accessories,6,6,0,22,2,73,109
Office Supplies,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Storage,6,6,0,13,4,45,68
Office Supplies,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Paper,6,6,0,6,2,14,21
Furniture,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,FUR-CH-10003061,"Global Leather Task Chair, Black",East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Chairs,6,6,10,8,1,81,121
Office Supplies,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Binders,6,6,20,4,3,12,18
Office Supplies,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,OFF-FA-10000304,Advantus Push Pins,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Fasteners,6,6,0,2,2,4,7
Furniture,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Chairs,6,6,10,610,11,2888,4325
Technology,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,TEC-PH-10002885,Apple iPhone 5,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Phones,6,6,0,351,2,1300,1946
Furniture,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Chairs,6,6,10,376,5,2254,3376
Technology,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Phones,6,6,0,28,3,105,157
Technology,New York City,United States,20-09-2020,2020,Sep,CA-2020-100111,10035,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,East,Consumer,26-09-2020,Standard Class,Shipped On Time,New York,Accessories,6,6,0,20,3,60,90
Furniture,Philadelphia,United States,22-08-2020,2020,Aug,US-2020-132381,19143,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,East,Home Office,24-08-2020,First Class,Shipped Late,Pennsylvania,Tables,2,1,40,84,2,315,471
Office Supplies,Miami,United States,18-06-2018,2018,Jun,CA-2018-147011,33178,OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",South,Corporate,22-06-2018,Standard Class,Shipped Early,Florida,Art,4,6,20,4,4,14,20
Office Supplies,Grand Prairie,United States,20-12-2017,2017,Dec,CA-2017-120852,75051,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Central,Consumer,25-12-2017,Standard Class,Shipped Early,Texas,Appliances,5,6,80,50,2,19,29
Technology,Grand Prairie,United States,20-12-2017,2017,Dec,CA-2017-120852,75051,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Central,Consumer,25-12-2017,Standard Class,Shipped Early,Texas,Accessories,5,6,20,8,5,65,98
Office Supplies,Chicago,United States,11-09-2019,2019,Sep,CA-2019-150007,60653,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Central,Consumer,16-09-2019,Standard Class,Shipped Early,Illinois,Labels,5,6,20,2,2,6,9
Office Supplies,Chicago,United States,11-09-2019,2019,Sep,CA-2019-150007,60653,OFF-BI-10004141,Insertable Tab Indexes For Data Binders,Central,Consumer,16-09-2019,Standard Class,Shipped Early,Illinois,Binders,5,6,80,3,3,2,3
Furniture,Parma,United States,12-11-2019,2019,Nov,CA-2019-124590,44134,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",East,Consumer,16-11-2019,Standard Class,Shipped Early,Ohio,Chairs,4,6,30,21,7,1475,2209
Office Supplies,Parma,United States,12-11-2019,2019,Nov,CA-2019-124590,44134,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",East,Consumer,16-11-2019,Standard Class,Shipped Early,Ohio,Appliances,4,6,20,33,2,110,165
Office Supplies,Parma,United States,12-11-2019,2019,Nov,CA-2019-124590,44134,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,East,Consumer,16-11-2019,Standard Class,Shipped Early,Ohio,Fasteners,4,6,20,5,6,17,25
Furniture,Parma,United States,12-11-2019,2019,Nov,CA-2019-124590,44134,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Consumer,16-11-2019,Standard Class,Shipped Early,Ohio,Chairs,4,6,30,0,9,1537,2302
Furniture,Parma,United States,12-11-2019,2019,Nov,CA-2019-124590,44134,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,East,Consumer,16-11-2019,Standard Class,Shipped Early,Ohio,Chairs,4,6,30,13,2,449,673
Office Supplies,Redwood City,United States,14-03-2019,2019,Mar,CA-2019-133802,94061,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Corporate,20-03-2019,Standard Class,Shipped On Time,California,Binders,6,6,20,14,6,42,63
Technology,New York City,United States,13-11-2019,2019,Nov,US-2019-113677,10011,TEC-PH-10002114,Xiaomi Mi3,East,Home Office,19-11-2019,Standard Class,Shipped On Time,New York,Phones,6,6,0,593,4,2280,3414
Office Supplies,New York City,United States,13-11-2019,2019,Nov,US-2019-113677,10011,OFF-LA-10001569,Avery 499,East,Home Office,19-11-2019,Standard Class,Shipped On Time,New York,Labels,6,6,0,7,3,15,22
Technology,Springfield,United States,19-09-2020,2020,Sep,CA-2020-143378,97477,TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,West,Corporate,25-09-2020,Standard Class,Shipped On Time,Oregon,Phones,6,6,20,19,3,192,288
Office Supplies,Springfield,United States,19-09-2020,2020,Sep,CA-2020-143378,97477,OFF-AR-10001915,Peel-Off China Markers,West,Corporate,25-09-2020,Standard Class,Shipped On Time,Oregon,Art,6,6,20,7,3,24,36
Furniture,Springfield,United States,19-09-2020,2020,Sep,CA-2020-143378,97477,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",West,Corporate,25-09-2020,Standard Class,Shipped On Time,Oregon,Furnishings,6,6,20,61,8,409,613
Furniture,Springfield,United States,19-09-2020,2020,Sep,CA-2020-143378,97477,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,West,Corporate,25-09-2020,Standard Class,Shipped On Time,Oregon,Bookcases,6,6,70,128,2,73,109
Office Supplies,Chicago,United States,04-12-2020,2020,Dec,CA-2020-152660,60610,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Central,Consumer,09-12-2020,Standard Class,Shipped Early,Illinois,Storage,5,6,20,5,2,62,92
Office Supplies,Bedford,United States,31-08-2018,2018,Aug,CA-2018-142139,76021,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Central,Home Office,05-09-2018,Standard Class,Shipped Early,Texas,Paper,5,6,20,7,4,21,31
Technology,Los Angeles,United States,03-06-2020,2020,Jun,CA-2020-145772,90036,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,West,Corporate,07-06-2020,Standard Class,Shipped Early,California,Accessories,4,6,0,9,5,45,67
Office Supplies,Los Angeles,United States,03-06-2020,2020,Jun,CA-2020-145772,90036,OFF-PA-10001593,Xerox 1947,West,Corporate,07-06-2020,Standard Class,Shipped Early,California,Paper,4,6,0,5,2,12,18
Office Supplies,Los Angeles,United States,03-06-2020,2020,Jun,CA-2020-145772,90036,OFF-BI-10002049,UniKeep View Case Binders,West,Corporate,07-06-2020,Standard Class,Shipped Early,California,Binders,4,6,20,1,1,4,6
Furniture,New York City,United States,31-03-2019,2019,Mar,CA-2019-124100,10009,FUR-CH-10003817,"Global Value Steno Chair, Gray",East,Consumer,06-04-2019,Standard Class,Shipped On Time,New York,Chairs,6,6,10,55,6,328,491
Office Supplies,San Francisco,United States,25-10-2017,2017,Oct,US-2017-158400,94109,OFF-BI-10002353,GBC VeloBind Cover Sets,West,Corporate,28-10-2017,First Class,Shipped Late,California,Binders,3,1,20,19,4,49,74
Technology,Virginia Beach,United States,26-03-2020,2020,Mar,CA-2020-162033,23464,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,South,Home Office,02-04-2020,Standard Class,Shipped Late,Virginia,Accessories,7,6,0,21,3,53,80
Office Supplies,Virginia Beach,United States,26-03-2020,2020,Mar,CA-2020-162033,23464,OFF-FA-10003021,Staples,South,Home Office,02-04-2020,Standard Class,Shipped Late,Virginia,Fasteners,7,6,0,1,2,4,6
Furniture,New York City,United States,27-12-2017,2017,Dec,CA-2017-163447,10011,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",East,Home Office,31-12-2017,Standard Class,Shipped Early,New York,Chairs,4,6,10,162,14,767,1149
Office Supplies,Lebanon,United States,15-09-2020,2020,Sep,CA-2020-145737,37087,OFF-PA-10001033,Xerox 1893,South,Consumer,20-09-2020,Standard Class,Shipped Early,Tennessee,Paper,5,6,20,59,5,164,246
Furniture,Los Angeles,United States,16-08-2019,2019,Aug,CA-2019-148096,90045,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",West,Corporate,19-08-2019,First Class,Shipped Late,California,Tables,3,1,20,12,2,161,242
Office Supplies,Chula Vista,United States,04-11-2019,2019,Nov,CA-2019-146766,91911,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,West,Consumer,04-11-2019,Same Day,Shipped On Time,California,Art,0,0,0,56,4,193,289
Technology,Mcallen,United States,18-10-2018,2018,Oct,CA-2018-105613,78501,TEC-AC-10000521,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",Central,Home Office,22-10-2018,Standard Class,Shipped Early,Texas,Accessories,4,6,20,3,3,28,41
Office Supplies,Mcallen,United States,18-10-2018,2018,Oct,CA-2018-105613,78501,OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Central,Home Office,22-10-2018,Standard Class,Shipped Early,Texas,Appliances,4,6,80,187,6,73,110
Office Supplies,Hollywood,United States,31-10-2019,2019,Oct,US-2019-142251,33021,OFF-PA-10002986,Xerox 1898,South,Consumer,04-11-2019,Second Class,Shipped Late,Florida,Paper,4,3,20,11,6,32,48
Furniture,San Francisco,United States,30-03-2017,2017,Mar,CA-2017-131247,94110,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Consumer,04-04-2017,Standard Class,Shipped Early,California,Bookcases,5,6,15,12,2,206,308
Office Supplies,Santa Maria,United States,18-04-2018,2018,Apr,US-2018-113593,93454,OFF-ST-10000532,Advantus Rolling Drawer Organizers,West,Consumer,20-04-2018,First Class,Shipped Late,California,Storage,2,1,0,30,3,115,173
Office Supplies,Manchester,United States,09-07-2020,2020,Jul,CA-2020-121083,6040,OFF-PA-10001497,Xerox 1914,East,Consumer,15-07-2020,Standard Class,Shipped On Time,Connecticut,Paper,6,6,0,135,5,275,412
Office Supplies,Manchester,United States,09-07-2020,2020,Jul,CA-2020-121083,6040,OFF-ST-10002554,Tennsco Industrial Shelving,East,Consumer,15-07-2020,Standard Class,Shipped On Time,Connecticut,Storage,6,6,0,4,4,196,293
Technology,Manchester,United States,09-07-2020,2020,Jul,CA-2020-121083,6040,TEC-PH-10001336,Digium D40 VoIP phone,East,Consumer,15-07-2020,Standard Class,Shipped On Time,Connecticut,Phones,6,6,0,75,2,258,386
Office Supplies,Manchester,United States,09-07-2020,2020,Jul,CA-2020-121083,6040,OFF-AR-10002987,Prismacolor Color Pencil Set,East,Consumer,15-07-2020,Standard Class,Shipped On Time,Connecticut,Art,6,6,0,49,6,119,178
Office Supplies,Omaha,United States,27-06-2020,2020,Jun,CA-2020-151190,68104,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Central,Consumer,01-07-2020,Standard Class,Shipped Early,Nebraska,Paper,4,6,0,9,3,20,30
Office Supplies,San Jose,United States,22-12-2017,2017,Dec,CA-2017-133543,95123,OFF-AR-10003394,Newell 332,West,Consumer,26-12-2017,Standard Class,Shipped Early,California,Art,4,6,0,3,4,12,18
Office Supplies,San Francisco,United States,21-11-2020,2020,Nov,CA-2020-105130,94122,OFF-AR-10003394,Newell 332,West,Corporate,25-11-2020,Standard Class,Shipped Early,California,Art,4,6,0,3,4,12,18
Office Supplies,San Francisco,United States,21-11-2020,2020,Nov,CA-2020-105130,94122,OFF-BI-10001191,Canvas Sectional Post Binders,West,Corporate,25-11-2020,Standard Class,Shipped Early,California,Binders,4,6,20,15,2,41,61
Technology,San Francisco,United States,27-06-2019,2019,Jun,CA-2019-161928,94109,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,West,Consumer,29-06-2019,Second Class,Shipped Early,California,Phones,2,3,20,13,2,202,302
Furniture,Long Beach,United States,28-12-2020,2020,Dec,CA-2020-101322,90805,FUR-CH-10003968,Novimex Turbo Task Chair,West,Corporate,31-12-2020,First Class,Shipped Late,California,Chairs,3,1,20,34,6,341,510
Furniture,Columbus,United States,08-04-2019,2019,Apr,US-2019-106600,31907,FUR-BO-10001608,"Hon Metal Bookcases, Black",South,Consumer,11-04-2019,First Class,Shipped Late,Georgia,Bookcases,3,1,0,89,5,355,531
Furniture,San Francisco,United States,18-03-2017,2017,Mar,CA-2017-111871,94110,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,21-03-2017,Second Class,Shipped On Time,California,Bookcases,3,3,15,70,10,1198,1795
Office Supplies,Los Angeles,United States,03-07-2020,2020,Jul,CA-2020-139437,90004,OFF-ST-10002485,Rogers Deluxe File Chest,West,Consumer,08-07-2020,Standard Class,Shipped Early,California,Storage,5,6,0,1,4,88,132
Furniture,Philadelphia,United States,20-04-2020,2020,Apr,CA-2020-151484,19120,FUR-FU-10001876,"Computer Room Manger, 14""",East,Corporate,23-04-2020,First Class,Shipped Late,Pennsylvania,Furnishings,3,1,20,10,2,52,78
Office Supplies,Philadelphia,United States,20-04-2020,2020,Apr,CA-2020-151484,19120,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",East,Corporate,23-04-2020,First Class,Shipped Late,Pennsylvania,Storage,3,1,20,6,3,51,77
Office Supplies,Philadelphia,United States,20-04-2020,2020,Apr,CA-2020-151484,19120,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,East,Corporate,23-04-2020,First Class,Shipped Late,Pennsylvania,Storage,3,1,20,33,1,333,498
Furniture,Philadelphia,United States,20-04-2020,2020,Apr,CA-2020-151484,19120,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",East,Corporate,23-04-2020,First Class,Shipped Late,Pennsylvania,Furnishings,3,1,20,10,3,42,64
Office Supplies,Tulsa,United States,03-08-2019,2019,Aug,CA-2019-104150,74133,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Central,Consumer,05-08-2019,Second Class,Shipped Early,Oklahoma,Envelopes,2,3,0,38,3,82,122
Technology,Tulsa,United States,03-08-2019,2019,Aug,CA-2019-104150,74133,TEC-AC-10004803,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Central,Consumer,05-08-2019,Second Class,Shipped Early,Oklahoma,Accessories,2,3,0,23,12,167,251
Office Supplies,Los Angeles,United States,03-12-2019,2019,Dec,CA-2019-161025,90049,OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,West,Consumer,09-12-2019,Standard Class,Shipped On Time,California,Storage,6,6,0,108,4,773,1157
Technology,Lakeland,United States,19-03-2017,2017,Mar,CA-2017-103989,33801,TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,South,Corporate,21-03-2017,First Class,Shipped Late,Florida,Phones,2,1,20,28,3,324,485
Office Supplies,Lakeland,United States,19-03-2017,2017,Mar,CA-2017-103989,33801,OFF-LA-10000443,Avery 501,South,Corporate,21-03-2017,First Class,Shipped Late,Florida,Labels,2,1,20,4,4,12,18
Office Supplies,Lakeland,United States,19-03-2017,2017,Mar,CA-2017-103989,33801,OFF-ST-10000918,Crate-A-Files,South,Corporate,21-03-2017,First Class,Shipped Late,Florida,Storage,2,1,20,2,3,26,39
Office Supplies,Lakeland,United States,19-03-2017,2017,Mar,CA-2017-103989,33801,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",South,Corporate,21-03-2017,First Class,Shipped Late,Florida,Binders,2,1,70,26,5,34,50
Furniture,Lakeland,United States,19-03-2017,2017,Mar,CA-2017-103989,33801,FUR-FU-10003981,Eldon Wave Desk Accessories,South,Corporate,21-03-2017,First Class,Shipped Late,Florida,Furnishings,2,1,20,1,3,5,7
Furniture,Lakeland,United States,19-03-2017,2017,Mar,CA-2017-103989,33801,FUR-FU-10002508,Document Clip Frames,South,Corporate,21-03-2017,First Class,Shipped Late,Florida,Furnishings,2,1,20,6,3,20,30
Technology,Lakeland,United States,19-03-2017,2017,Mar,CA-2017-103989,33801,TEC-AC-10002647,"Logitech Wireless Boombox Speaker - portable - wireless, wired",South,Corporate,21-03-2017,First Class,Shipped Late,Florida,Accessories,2,1,20,53,2,170,255
Office Supplies,Houston,United States,20-04-2018,2018,Apr,CA-2018-142433,77036,OFF-PA-10002377,Xerox 1916,Central,Consumer,25-04-2018,Standard Class,Shipped Early,Texas,Paper,5,6,20,44,3,117,176
Office Supplies,Los Angeles,United States,19-09-2018,2018,Sep,CA-2018-132815,90008,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,West,Corporate,22-09-2018,Second Class,Shipped On Time,California,Paper,3,3,0,11,2,23,34
Office Supplies,Springfield,United States,27-08-2017,2017,Aug,CA-2017-101266,22153,OFF-PA-10002986,Xerox 1898,South,Consumer,30-08-2017,Second Class,Shipped On Time,Virginia,Paper,3,3,0,6,2,13,20
Office Supplies,New York City,United States,19-12-2019,2019,Dec,CA-2019-141523,10035,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",East,Corporate,24-12-2019,Second Class,Shipped Late,New York,Binders,5,3,20,12,3,34,51
